UF,Classe,month,seasonal_factor,var
RN,industrial,2,0.926111666883512,4114424184.5
RN,industrial,3,0.9856129163923462,4905055058.0
RN,industrial,4,0.9701392844446048,4830265472.0
RN,industrial,5,1.0205895906319256,5388361860.5
RN,industrial,6,1.0059601332055177,5121327218.0
RN,industrial,7,0.9634032939341708,4676605472.0
RN,industrial,8,1.081039448623495,5989322904.5
RN,industrial,9,1.0622674440614714,5912411282.0
RN,industrial,10,1.0536777507361506,5822823612.5
RN,industrial,11,1.02298460948008,5518990909.62
RN,industrial,12,0.9789169589004496,5154109532.18
RN,outros,1,0.9865655530081184,643256712.0
RN,outros,2,0.9346892460468966,632150124.5
RN,outros,3,0.9821904427824732,661352080.5
RN,outros,4,0.9850538870165334,708008450.0
RN,outros,5,1.0451426101820396,806814450.0
RN,outros,6,1.0358109797339856,788839200.0
RN,outros,7,0.978149643304967,617163844.5
RN,outros,8,1.0080341171386102,686907112.5
RN,outros,9,0.9964059172033404,669084780.5
RN,outros,10,1.018325074081324,669157944.5
RN,outros,11,0.9733181262318624,560810144.1800001
RN,outros,12,1.05631440326985,723847980.9800001
RN,residencial,1,1.1177996248915312,
RN,residencial,2,1.041024594812059,
RN,residencial,3,1.0177439058061517,
RN,residencial,4,1.0020392373054037,
RN,residencial,5,1.0811855417074456,
RN,residencial,6,0.9918558198226728,
RN,residencial,7,0.9470126109174658,
RN,residencial,8,0.9437269892925492,
RN,residencial,9,0.929303411792342,
RN,residencial,10,0.9397279758163511,
RN,residencial,11,0.9246136139531071,
RN,residencial,12,1.063966673882921,
RN,rural,1,1.2193881713589505,516232712.0
RN,rural,2,0.9466777716129278,319792050.0
RN,rural,3,0.803460444544572,240813458.0
RN,rural,4,0.7501606462428005,214493472.0
RN,rural,5,0.839397877916743,297655600.5
RN,rural,6,0.8082816804619908,259760424.5
RN,rural,7,0.8456388642883711,248600402.0
RN,rural,8,0.9769953594371872,283720020.5
RN,rural,9,1.1396750989819946,392756364.5
RN,rural,10,1.190963584140303,436689904.5
RN,rural,11,1.201960734533532,466797901.5200001
RN,rural,12,1.2773997664806285,536192828.6450001
RO,comercial,1,0.9424061804415704,478550678.2300001
RO,comercial,2,0.9480476288231244,508536936.4033333
RO,comercial,3,0.964533997179788,475199103.8433333
RO,comercial,4,0.944044367304751,439459432.6533333
RO,comercial,5,1.0358888681283909,558550173.6300001
RO,comercial,6,0.9804179553578712,496981677.49
RO,comercial,7,0.9601526925391424,465091068.1033334
RO,comercial,8,1.0111408744654795,501465475.00000006
RO,comercial,9,1.0748257729617976,594124573.0533332
RO,comercial,10,1.073164534688722,578477121.2233334
RO,comercial,11,1.046234340889116,554284217.01
RO,comercial,12,1.0191427872202472,499683190.4633333
RO,industrial,1,0.9526501258083332,301029284.2133333
RO,industrial,2,0.9333252883747172,277808738.8933334
RO,industrial,3,1.0064920698937536,324073024.1433334
RO,industrial,4,0.9324848019087724,315868020.0433333
RO,industrial,5,0.9959044809360946,349572004.34333336
RO,industrial,6,1.0035514258101328,344156329.0533334
RO,industrial,7,1.0289692608482564,379506453.0633334
RO,industrial,8,1.0376260597380522,371980951.4633333
RO,industrial,9,1.0346578934275863,376725118.0233333
RO,industrial,10,1.0640092898101077,409492181.5833334
RO,industrial,11,1.0242650771522115,364482263.47
RO,industrial,12,0.9860642262919832,357563201.4933332
RO,outros,1,0.9141482675340836,346053590.13
RO,outros,2,0.8643567121113402,308954068.3233334
RO,outros,3,0.9589376875188436,375144633.69333327
RO,outros,4,0.9490536602832136,354478091.45333326
RO,outros,5,1.032748578118953,435540773.08
RO,outros,6,1.0124300749830433,423910384.6533334
RO,outros,7,0.9616712262758184,379901090.6133334
RO,outros,8,0.9997644115343042,414990442.3633333
RO,outros,9,1.0834219202374944,493483218.6133334
RO,outros,10,1.114161538869202,521026642.72
RO,outros,11,1.072097641398727,483071519.5033333
RO,outros,12,1.037208281134975,437923859.7033333
RO,residencial,1,0.9295010133117192,10388342768.72
RO,residencial,2,0.9371297869400294,10536743461.204998
RO,residencial,3,0.9172752254662658,10121742288.079998
RO,residencial,4,0.923524702458912,10265209641.68
RO,residencial,5,1.044954746438019,13128205333.445
RO,residencial,6,0.9723220500541684,11390460711.125
RO,residencial,7,0.9432035655234834,10714386582.245
RO,residencial,8,1.0303788320608558,12781382774.48
RO,residencial,9,1.116456945393383,15022892451.919996
RO,residencial,10,1.096502992483763,14467719428.82
RO,residencial,11,1.067469150982324,13727515929.68
RO,residencial,12,1.0212809888870755,12575647795.28
RO,rural,1,0.9380552457685626,312273740.25333333
RO,rural,2,0.9659133152771772,327259961.72333336
RO,rural,3,0.9597499449970032,321161568.12333333
RO,rural,4,0.9339341936560682,308342787.2133333
RO,rural,5,0.9991366426170808,353854094.6633333
RO,rural,6,0.9575649983688768,324003659.8933333
RO,rural,7,0.978974440676423,339704918.77
RO,rural,8,1.100736660824969,429656809.6933333
RO,rural,9,1.1377624022274315,459541688.3633333
RO,rural,10,1.0660749102882157,401443701.3433333
RO,rural,11,1.0111872302008176,361273032.8633332
RO,rural,12,0.9509100150973744,320560242.12333333
RR,comercial,1,1.2323811668932454,
RR,comercial,2,1.1324334542646386,
RR,comercial,3,1.2016458455672376,
RR,comercial,4,1.2017858148383516,
RR,comercial,5,1.1906172323087691,
RR,comercial,6,1.166363936193319,
RR,comercial,7,1.1769195498459537,
RR,comercial,8,1.2397078342570769,
RR,comercial,9,1.347662754498725,
RR,comercial,10,0.6863320811178236,372836124.5
RR,comercial,11,0.7163168775590647,407651181.125
RR,comercial,12,0.6525922469894541,335728828.125
RR,industrial,1,1.245461700196468,
RR,industrial,2,1.2156467938922526,
RR,industrial,3,1.241325528223629,
RR,industrial,4,1.2661425600606635,
RR,industrial,5,1.2712696899019955,
RR,industrial,6,1.1245648402403574,
RR,industrial,7,1.0137929845927591,
RR,industrial,8,1.346151636660271,
RR,industrial,9,1.3578707905833152,
RR,industrial,10,0.6501114468559349,4115006.7200000007
RR,industrial,11,0.6207489343612487,3716355.8450000007
RR,industrial,12,0.6880263566069602,4640276.48
RR,outros,1,1.146908131329624,
RR,outros,2,1.1949260576164409,
RR,outros,3,1.25733491001361,
RR,outros,4,1.233063533048422,
RR,outros,5,1.211035984414394,
RR,outros,6,1.1758116827140537,
RR,outros,7,1.1407471111661012,
RR,outros,8,1.2563537105060858,
RR,outros,9,1.385856833103795,
RR,outros,10,0.6942024546721324,144564607.22000003
RR,outros,11,0.679868575044775,138386566.12499997
RR,outros,12,0.6249099933268291,116406333.62
RR,residencial,1,1.3218339967382038,
RR,residencial,2,1.1409442989434098,
RR,residencial,3,1.2016875153458124,
RR,residencial,4,1.211703465009552,
RR,residencial,5,1.1525303872035388,
RR,residencial,6,1.123925418853341,
RR,residencial,7,1.1347816453106192,
RR,residencial,8,1.1332844928945147,
RR,residencial,9,1.3438271657307803,
RR,residencial,10,0.6993900725819492,2586739471.805
RR,residencial,11,0.7237206707841686,2783751343.245
RR,residencial,12,0.6946300636189967,2553165756.98
RR,rural,1,2.050018019873346,
RR,rural,2,1.4016887195592855,
RR,rural,3,1.0866466302836846,
RR,rural,4,0.9832576069608198,
RR,rural,5,0.916648432271019,
RR,rural,6,0.8139834217165218,
RR,rural,7,0.7668743242547496,
RR,rural,8,0.8590170159089741,
RR,rural,9,0.9732179632394584,
RR,rural,10,0.8149729058332904,4900015.124999999
RR,rural,11,0.7629405215466202,4270503.125
RR,rural,12,0.9964105055861608,7658523.845
RS,comercial,1,1.0702854092280771,6010168775.645
RS,comercial,2,1.2109146114813774,11056395196.845
RS,comercial,3,1.1235170685245337,4902876288.0
RS,comercial,4,0.989326877338322,2269405609.245001
RS,comercial,5,0.9603092011613727,4189318959.004998
RS,comercial,6,0.916472902611217,4964054836.004998
RS,comercial,7,0.9341151712226335,7055175684.5
RS,comercial,8,0.9210598538611396,5645073138.005004
RS,comercial,9,0.9034113681256696,4340594647.205002
RS,comercial,10,0.9126553740588068,3068499460.5
RS,comercial,11,0.9560084520014976,2703565751.119997
RS,comercial,12,1.101923710385352,4145770576.2049966
RS,industrial,1,0.8517828907528059,189439944618.42
RS,industrial,2,0.9261454651820544,213706298912.0
RS,industrial,3,0.9843416870038156,267510282700.5
RS,industrial,4,1.048370997072101,306594300822.48004
RS,industrial,5,1.0262066539894197,275582072329.245
RS,industrial,6,1.0063450079102665,266157642240.18
RS,industrial,7,0.9931431294855853,260912025700.60495
RS,industrial,8,1.0654285064295417,303145030251.84503
RS,industrial,9,1.034405090674448,292023287912.18005
RS,industrial,10,1.050819196042103,304660920463.24493
RS,industrial,11,1.0466810059964118,303966434850.125
RS,industrial,12,0.966330369461446,254779561161.40503
RS,outros,1,1.0070480978666545,6143816910.08
RS,outros,2,1.0221727450999285,6316666441.805
RS,outros,3,1.0714624624676683,7488995158.580002
RS,outros,4,1.0344120839463156,6351929844.98
RS,outros,5,0.960513550060169,5156120010.319999
RS,outros,6,0.9646194541982492,5297405673.6050005
RS,outros,7,0.9992755686004362,5458891969.619999
RS,outros,8,1.030088475453088,5723205373.204999
RS,outros,9,0.9494551363935926,4228982937.919999
RS,outros,10,0.9945818627034584,5086268940.500002
RS,outros,11,0.9406216612366228,3755021130.125001
RS,outros,12,1.0257489019738166,4641131340.125001
RS,residencial,1,1.0317310177436387,488397501452.18
RS,residencial,2,1.23084104147885,694763855396.645
RS,residencial,3,1.1632693423235991,620585563488.9801
RS,residencial,4,0.8690071040017793,346345165656.0201
RS,residencial,5,0.8773915255803134,352645960817.78
RS,residencial,6,0.9379767634463672,403084191006.72
RS,residencial,7,1.0952292904603476,549719324048.72
RS,residencial,8,0.9937014458854604,452995314346.58
RS,residencial,9,0.9300513003828942,395203084247.205
RS,residencial,10,0.912563279566337,381503483453.6451
RS,residencial,11,0.8825141789902893,356840563206.125
RS,residencial,12,1.075723710140124,530418997453.005
RS,rural,1,1.2795213776439038,17053775966.645
RS,rural,2,1.64475736165788,23373792850.805004
RS,rural,3,1.3859577156978968,14353126906.32
RS,rural,4,1.1815919115046234,5020070100.124998
RS,rural,5,0.9084765699428904,3069486611.28
RS,rural,6,0.7891435462285393,1517850723.9199994
RS,rural,7,0.7732609246931059,1655863132.88
RS,rural,8,0.760364995636289,1274604903.0449996
RS,rural,9,0.7258506335987204,1092491419.2199998
RS,rural,10,0.7148530228266028,898994483.6450002
RS,rural,11,0.7592459789989555,785533993.4450004
RS,rural,12,1.076975961570593,4072350752.0
SC,comercial,1,1.1030493865985178,5577485906.205004
SC,comercial,2,1.230423247248526,12199766706.125
SC,comercial,3,1.214156023299516,7249235886.079997
SC,comercial,4,1.0832409890356545,7895519386.879997
SC,comercial,5,0.9899942237456292,4002180991.204998
SC,comercial,6,0.8865574954088788,3624614138.8800006
SC,comercial,7,0.8712131624533529,2380900216.82
SC,comercial,8,0.8685226202005113,2023504089.6049995
SC,comercial,9,0.8889883546075226,2047558423.8050013
SC,comercial,10,0.9086269420340752,927366017.7799996
SC,comercial,11,0.9326525923971124,821222917.2050009
SC,comercial,12,1.022574962970702,177687640.98000017
SC,industrial,1,0.9786847468906218,288821888414.72
SC,industrial,2,0.9921662175107492,262328857711.38004
SC,industrial,3,1.0532533982770154,319226468028.125
SC,industrial,4,0.9925349671278366,281722398198.08
SC,industrial,5,1.034563868023269,324660768432.00494
SC,industrial,6,0.9789559258973484,283397057081.645
SC,industrial,7,1.044096853105892,334284755460.5
SC,industrial,8,1.0113192802602191,312402439458.0
SC,industrial,9,1.0078860444483635,307754722422.405
SC,industrial,10,1.0462602290528558,346789496016.6049
SC,industrial,11,0.9842084931098808,297042733988.18
SC,industrial,12,0.8760699762959492,228981678777.00497
SC,outros,1,0.9723581358663788,4706003620.125
SC,outros,2,1.1119658985347567,6931212512.720001
SC,outros,3,1.135844072311092,6973450704.5
SC,outros,4,1.098006846811023,6536303280.125001
SC,outros,5,0.9945365099833862,4974452716.820001
SC,outros,6,0.9577759992212062,4746760382.045
SC,outros,7,0.944161106316895,4422842326.125
SC,outros,8,0.931245778071672,4215805123.22
SC,outros,9,0.987438890408972,5032472552.820002
SC,outros,10,0.9393706254949078,4275535392.0
SC,outros,11,0.9731956639737758,4568131411.22
SC,outros,12,0.9541004730059328,4580939046.644999
SC,residencial,1,1.11972334720352,
SC,residencial,2,1.335391631365963,
SC,residencial,3,1.2645371846103173,
SC,residencial,4,0.994883811945704,
SC,residencial,5,0.9048902132220782,
SC,residencial,6,0.98863163806958,
SC,residencial,7,0.9633887540034284,
SC,residencial,8,0.8402318525491065,
SC,residencial,9,0.8971912091976445,
SC,residencial,10,0.8734791401432929,
SC,residencial,11,0.8825948748457296,
SC,residencial,12,0.9350563428436364,
SC,rural,1,1.1580147809840715,7147980.5
SC,rural,2,1.2290445534729926,235572.480000016
SC,rural,3,1.1904593600678344,419882526.8450003
SC,rural,4,1.0611844278309588,103829814.0799997
SC,rural,5,1.0533937286451236,601163942.5799994
SC,rural,6,0.9950403543764346,234354755.0450001
SC,rural,7,0.9865802177761256,51147509.40499991
SC,rural,8,0.8415914176680603,23769823.00499996
SC,rural,9,0.831531198774962,159013294.44500017
SC,rural,10,0.8622178516270705,20073081.60500004
SC,rural,11,0.858202346600786,54367420.88000006
SC,rural,12,0.9327397621755796,2548.9799999995844
SE,comercial,1,1.027413718839943,38476623.64499998
SE,comercial,2,1.0231418066058324,71120701.125
SE,comercial,3,1.021070887614136,27726670.44500002
SE,comercial,4,1.0493192495628536,46959678.72000002
SE,comercial,5,1.0318020132983807,45141151.44500002
SE,comercial,6,0.937392068323212,40317506.04500002
SE,comercial,7,0.9153752898858712,31276931.405
SE,comercial,8,0.9328582960843655,29695841.78
SE,comercial,9,0.9416246159814472,31594890.319999997
SE,comercial,10,0.9971765900578772,26072864.71999999
SE,comercial,11,1.0379805402074913,39604110.005
SE,comercial,12,1.0848449235385902,32971260.125
SE,industrial,1,0.9565459757910384,3330087889.005
SE,industrial,2,0.946530678055418,3243281368.32
SE,industrial,3,1.0091884728219405,3700769718.420001
SE,industrial,4,0.9353129940303436,3097144067.2200003
SE,industrial,5,1.0346607756620496,3976812662.805
SE,industrial,6,0.9337389789449674,3167689972.004999
SE,industrial,7,1.0367017846047364,4277838254.805
SE,industrial,8,1.0530731145245904,4474835423.645
SE,industrial,9,1.0086064510039876,4328183584.08
SE,industrial,10,0.9636983553951062,3861394472.18
SE,industrial,11,1.024739859842854,4486602264.499999
SE,industrial,12,1.097202559322967,5271005940.245
SE,outros,1,1.0147081028060485,416092012.88
SE,outros,2,0.9488933651761504,390562120.98
SE,outros,3,1.0312336875998516,428176216.125
SE,outros,4,1.0469444013485956,464451194.205
SE,outros,5,1.0353885712578363,407602641.62
SE,outros,6,0.961858442838953,254115968.0
SE,outros,7,0.9593582267383476,218417540.17999992
SE,outros,8,0.9729713665499272,243895698.00000003
SE,outros,9,0.9708201069909704,262672368.08
SE,outros,10,1.0082178946001052,261552756.1250001
SE,outros,11,1.012328679354475,301250603.405
SE,outros,12,1.0372771547387387,303892600.44499993
SE,residencial,1,1.081671503069772,
SE,residencial,2,1.084231428021281,
SE,residencial,3,1.0394530928459171,
SE,residencial,4,1.0743856746444655,
SE,residencial,5,1.0656955943718236,
SE,residencial,6,0.924694026763039,
SE,residencial,7,0.9124911363567672,
SE,residencial,8,0.8938150228902622,
SE,residencial,9,0.9047364971439188,
SE,residencial,10,0.9401262603151246,
SE,residencial,11,1.004435470951024,
SE,residencial,12,1.0742642926266055,
SE,rural,1,1.2369950489459036,93441285.125
SE,rural,2,1.111743536676224,75174643.445
SE,rural,3,1.1981650346630608,86828524.20500001
SE,rural,4,1.28958091113316,101700895.805
SE,rural,5,0.8487034289476507,41232280.5
SE,rural,6,0.6217489841851783,21012699.645
SE,rural,7,0.6265047234235073,20885830.805
SE,rural,8,0.6995624236940362,26502840.125
SE,rural,9,0.7523869251262267,30989702.645
SE,rural,10,0.9868925974248268,55710345.68000001
SE,rural,11,1.2304495153705692,90490259.205
SE,rural,12,1.397266870409657,118152266.42
SP,comercial,1,1.044553168975176,4719595590.125
SP,comercial,2,1.0803675762786136,1430322612.5
SP,comercial,3,1.0683086772549126,1455856988.045009
SP,comercial,4,1.0440914329264288,10631021694.005014
SP,comercial,5,0.9911051649733154,513572405.405003
SP,comercial,6,0.9314241689316158,5376388729.679974
SP,comercial,7,0.8861981566942643,1020250274.805001
SP,comercial,8,0.9177598645752104,3758965218.0
SP,comercial,9,0.9512247238077768,5572047951.679997
SP,comercial,10,1.0014007821353672,3655501209.680002
SP,comercial,11,1.0257321080955386,18498280278.004986
SP,comercial,12,1.0578341753517797,6981861745.620008
SP,industrial,1,0.9339571626590332,6068233690147.445
SP,industrial,2,0.9895399548948411,6913788830367.005
SP,industrial,3,0.9985425525966384,7174729965118.807
SP,industrial,4,0.9972409565447438,7225295130503.12
SP,industrial,5,1.0073390157962352,7453931544664.02
SP,industrial,6,1.0019618904648635,7436233264182.845
SP,industrial,7,0.9854210504828066,7267613581293.244
SP,industrial,8,1.0245194451409103,7862719642192.978
SP,industrial,9,1.0161374174218405,7786524245704.02
SP,industrial,10,1.022575933615188,7797941435870.647
SP,industrial,11,1.0438604213091771,8206082361624.5
SP,industrial,12,0.9789041990737208,7151172398352.404
SP,outros,1,1.0210264476989694,54800295588.01997
SP,outros,2,1.0334848087550457,50950384980.50003
SP,outros,3,1.0407796705322765,65443795149.605
SP,outros,4,1.0347622894528234,62902356174.08
SP,outros,5,0.9804131723695816,51729489910.08
SP,outros,6,0.9744664955439216,38921113802.41999
SP,outros,7,0.9232502975231344,38337967988.819984
SP,outros,8,0.96755711294062,23324112162.0
SP,outros,9,0.9897923997261332,23156660574.04499
SP,outros,10,1.001684813439072,28513484165.12001
SP,outros,11,1.0098205023171698,19223408688.98
SP,outros,12,1.022961989701252,23310701608.005005
SP,residencial,1,1.0651015216871285,9015312312626.443
SP,residencial,2,1.060090597984385,8927283148764.482
SP,residencial,3,1.0989360214406936,9594473354680.5
SP,residencial,4,0.9614675654425572,7342359166080.125
SP,residencial,5,0.9782262341657896,7601121164714.044
SP,residencial,6,0.9061951306925567,6522654362620.5
SP,residencial,7,0.9978357524113464,7906433595184.079
SP,residencial,8,0.9470608431865806,7121155321540.98
SP,residencial,9,0.9508109670957398,7177230686737.62
SP,residencial,10,1.008150611945888,8067733164442.88
SP,residencial,11,0.9781754009249825,7590815300432.72
SP,residencial,12,1.0479493530223518,8715167210605.52
SP,rural,1,0.9174354167127416,3757751432.000002
SP,rural,2,0.9439771700665238,3177607312.08
SP,rural,3,0.914324418584949,2604211148.1800003
SP,rural,4,1.035811416857775,1653866833.2050014
SP,rural,5,0.9503019611480276,2871031398.48
SP,rural,6,0.9672873514872696,3241469489.444999
SP,rural,7,0.8790609444824162,4004596967.4049993
SP,rural,8,1.0244962279066887,4063989059.045
SP,rural,9,1.1571568298043362,4008365555.220001
SP,rural,10,1.1240643307045315,5606377817.045001
SP,rural,11,1.1244616100789142,1536275708.180001
SP,rural,12,0.9616223221658264,2317838080.819999
TO,comercial,1,0.8577882995871577,166777716.125
TO,comercial,2,0.8918485003422197,168904848.08
TO,comercial,3,0.9599734483651592,146547200.0
TO,comercial,4,1.0232722730347652,204507110.405
TO,comercial,5,1.0349568109698262,199106999.045
TO,comercial,6,1.0320561357937292,196089306.125
TO,comercial,7,0.9803577385721032,164723955.24499995
TO,comercial,8,0.9940518351714822,147584790.125
TO,comercial,9,1.0686123720843357,166790500.82
TO,comercial,10,1.102570276301056,171454458.42000005
TO,comercial,11,1.061192463169931,189668973.78
TO,comercial,12,0.9933198466082352,156342476.205
TO,industrial,1,0.8532570806955739,422421991.22
TO,industrial,2,0.8581402497437047,396385799.2200001
TO,industrial,3,1.0093563023948458,645360293.7800001
TO,industrial,4,1.0539930262881283,577843610.5799999
TO,industrial,5,1.0669768204717582,765711497.78
TO,industrial,6,1.0705339943340189,810373411.125
TO,industrial,7,1.1005146359001687,929753442.0
TO,industrial,8,1.068028849710135,881235765.6200001
TO,industrial,9,1.0374805507007774,821089183.22
TO,industrial,10,1.0252090679806316,787453581.005
TO,industrial,11,0.9774294067376992,713260011.2450001
TO,industrial,12,0.8790800150425568,577456128.0
TO,outros,1,0.852554907162346,174884272.205
TO,outros,2,0.844683905329254,185389065.68
TO,outros,3,0.9322491840006378,223775474.58
TO,outros,4,0.9917431647437172,271503253.125
TO,outros,5,1.0231566488808532,282121507.22
TO,outros,6,1.0504123307251676,303863017.205
TO,outros,7,0.9951313443407436,252046152.0
TO,outros,8,0.9857916203112936,235670734.08000004
TO,outros,9,1.0933762877509898,316802206.12499994
TO,outros,10,1.1402680801286589,353795960.17999995
TO,outros,11,1.0845026300552485,322440315.12500006
TO,outros,12,1.0061298965710908,266645633.805
TO,residencial,1,0.870280423778416,
TO,residencial,2,0.8518410679466726,
TO,residencial,3,0.8761420540381825,
TO,residencial,4,0.9614199966313364,
TO,residencial,5,1.0110690768968056,
TO,residencial,6,1.0178038150828876,
TO,residencial,7,0.9697362719508512,
TO,residencial,8,0.9994972897274788,
TO,residencial,9,1.1295282278355974,
TO,residencial,10,1.1516441137520843,
TO,residencial,11,1.1354185991925825,
TO,residencial,12,1.0256190631671058,
TO,rural,1,0.8063453809922418,94891843.21999998
TO,rural,2,0.8385164344726499,92087377.60500002
TO,rural,3,0.928240690963728,88276170.645
TO,rural,4,0.9348935353322884,92519444.205
TO,rural,5,0.9726148813994432,112786682.405
TO,rural,6,1.063169570509164,151439165.78
TO,rural,7,1.2174986697048094,200320128.0
TO,rural,8,1.2960707322155858,212112025.445
TO,rural,9,1.1549581792725738,161964002.0
TO,rural,10,0.9903917694900464,112692081.91999996
TO,rural,11,0.9679137882701784,127579545.845
TO,rural,12,0.8293863673772913,93632770.125
